Location,Hospital_Name,State,District,Pincode,Latitude,Longitude
"4-111, Manikyanagar Rd-2, Valasapakala, Kakinada",Sushrutha Hospital,Andhra Pradesh,East Godavari,533005,16.9967552,82.2569717
Pedapudi,Sri Srinivasa Nursing Home,Andhra Pradesh,East Godavari,533006,16.9523477,82.1305609
"J N Road Ramalayam, Tilak Road",Abhay Nursing Home,Andhra Pradesh,East Godavari,533101,17.3977354,78.5095841
"6-18-3, Kokkondavari Street, Rajahmundry",Aravindam Ortho and Physio Centre,Andhra Pradesh,East Godavari,533101,17.0005383,81.8040345
"Main Road, Innespeta",Aruna Hospital and Poly Clinic,Andhra Pradesh,East Godavari,533101,16.9955344,81.777335
Prakash Nagar Rajahmundry,Bhaskara Raju Children Hospital,Andhra Pradesh,East Godavari,533101,17.0085074,81.7903215
"Innespt, Rajahmundry-1",Sri Satya Nursing Home,Andhra Pradesh,East Godavari,533101,16.9955344,81.777335
"75-8-12, Gandhipuram-Ii",Sri Srinivasa Hospitals,Andhra Pradesh,East Godavari,533101,11.0216153,76.9512637
"D.No. 10-7-38, Fort Gate,Near Adilaxmi Temple . Rangreejupeta. Rajahmundry",Sri Venkateswara Hospitals,Andhra Pradesh,East Godavari,533101,17.0005383,81.8040345
"79-1-4/1, Jn Road Rajamundry Rajamundry 533103  East Godavari",Abhaya Emergency Centre,Andhra Pradesh,East Godavari,533103,17.025988,81.785442
"74-11-7, Prakash Nagar, East Godavari rict",Alert Emergency Hospital,Andhra Pradesh,East Godavari,533103,17.0085074,81.7903215
"D.No : 46-21-10, Danavaipeta, Rajahmundry",Ammanna Memorial Murtys Neuro Super Speciality Ho,Andhra Pradesh,East Godavari,533103,17.0068895,81.7829842
"Main Road, Near Kottipalli Bus Stand, Rajahmundry",Aruna Hospital and Polyclinic,Andhra Pradesh,East Godavari,533103,16.9937064,81.7762669
"75-8-12,Gandhipuram,Rajahmundry",Bharadwaja Heart and Maternity Centre,Andhra Pradesh,East Godavari,533103,17.0112469,81.7827774
"Jayakrishnapuram, Rajahmundry",Bhavani Nursing Home,Andhra Pradesh,East Godavari,533103,17.048743,81.799831
"Debichowk, Rajahmundry",Buddudu Orthopeadic Hospital,Andhra Pradesh,East Godavari,533103,17.0096947,81.7760339
Near Danavaipeta Park Besind Hdfc Bank Danavaipeta Park Rajamundry 533103  East Godavari,Coastal Cardiac And Maternity Centre,Andhra Pradesh,East Godavari,533103,17.0068895,81.7829842
"Vt College Road, Behind Kotipalli Bus Stand, Rajahmundry",Geetha Mullapudi Sperspeciality Dental Hospital,Andhra Pradesh,East Godavari,533103,17.0005383,81.8040345
"75-1-12, Prakash Nagar, Rajahmundry, East Godavari",Gowthami Nursing Home,Andhra Pradesh,East Godavari,533103,17.0085074,81.7903215
"75-1-7, Prakash Nagar Rajamundry 533103  East Godavari",Harsha Hospitals,Andhra Pradesh,East Godavari,533103,17.0085074,81.7903215
"D. No.75-7-20, Near Prakash Nagar,Round Park,",Kamalakar Hospital,Andhra Pradesh,East Godavari,533103,17.0068375,81.7875023
"Gandhipuram 3, Rajahmundry",Krishna Nursing Home,Andhra Pradesh,East Godavari,533103,17.0112469,81.7827774
"46-12-12,Opp Sagar Hospital, Danavaipet, Rajahmundry,",Nest Hospital,Andhra Pradesh,East Godavari,533103,17.0068895,81.7829842
"76-5-4, Opposite Aakar Consulting Eng. Ganugala Veedhi, Rajahmundry",Netra Eye Care,Andhra Pradesh,East Godavari,533103,17.0005383,81.8040345
"Syamala Nagar, Rajahmundry",Prasanthi Nursing Home,Andhra Pradesh,East Godavari,533103,17.0015368,81.7899798
"76-4-7, Gandhipuram - 2",Raja Neuro And Multi Speciality Hospital Pvt Ltd,Andhra Pradesh,East Godavari,533103,11.021315,76.970487
"75-1-18, Prakash Nagar",Rajahmundry Orthopedic Hospital,Andhra Pradesh,East Godavari,533103,17.4404903,78.4739384
"Danavai Peta, Rajahmundry",Ratna Orthopaedic Center,Andhra Pradesh,East Godavari,533103,17.0068895,81.7829842
"46-18-22, Opposite Idbi Bank, Danavaipeta",Sanjana Orthopaedic Hospital,Andhra Pradesh,East Godavari,533103,17.0068895,81.7829842
"D.No.46-12-19, Gandhi Park Back Road,Danavaipeta,Rajahmundry,",Sreya Medical Speciality Centre,Andhra Pradesh,East Godavari,533103,17.0068895,81.7829842
"78/8-7, Gandhipuram-3, Rajahmundry,",Sri Ramadas Hospitals,Andhra Pradesh,East Godavari,533103,17.0112469,81.7827774
"Danavaipet, Rajahmundry","Sri Suguna Children,S Hospital",Andhra Pradesh,East Godavari,533103,17.0068895,81.7829842
Near Round Park Praksh Nagar Rajamundry 533103  East Godavari,Surya Hospital,Andhra Pradesh,East Godavari,533103,17.0068375,81.7875023
"Danavai Peta, D. N. -46-18-8/2, East Godavari,",Swetha Hospitals - Rajahmundry,Andhra Pradesh,East Godavari,533103,17.006802,81.7830251
"Tilak Road, Rajahmundry",V.B. Chest Institute,Andhra Pradesh,East Godavari,533103,17.0039159,81.7948734
"78-9-11/9, Behind R.T.C Complex,Gandhipuram (:East Godavari )",Vijaya Hospital,Andhra Pradesh,East Godavari,533103,17.0021675,81.7855401
"Aryapuram, Rajahmundry,",Akira Eye Hospital,Andhra Pradesh,East Godavari,533104,17.0151123,81.7725499
Opp Gokavaram Bus Stand Rajamundry,Dr A V R Ananda Rao Memorial Eye Clinic,Andhra Pradesh,East Godavari,533104,17.0100744,81.7724645
"20-23-7, Aryapuram, Near Gokavaram Bus Stand Rajahmundry",Kranti Nursing Home,Andhra Pradesh,East Godavari,533104,17.0005383,81.8040345
"20-23-4, Behind Nagadevi Theatre, Near Gokavaram Bus Stand, Rajahmundry,",Royal Hospital,Andhra Pradesh,East Godavari,533104,17.0005383,81.8040345
"Devi Chowk, Rajahmundry,",Siddhartha Orthopaedic Hospital and Polyclinic,Andhra Pradesh,East Godavari,533104,17.0096947,81.7760339
"12- 21- 4, Aryapuram, Rajahmundry",Sree Latha Hospital,Andhra Pradesh,East Godavari,533104,17.0151123,81.7725499
"Gowathmi Grandhalyam St., Rajahmundry",Sri Ram Nursing Home,Andhra Pradesh,East Godavari,533104,17.0005383,81.8040345
"At 11-6-A, Beside Aryapuram Fire Station Near Gokavaram Bus Stand, Rajahmundry",Sri Srinivasa Orthopaedic Hospital,Andhra Pradesh,East Godavari,533104,17.0005383,81.8040345
"Seethampeta, Rajahmundry",Chaitanya Nursing Home,Andhra Pradesh,East Godavari,533105,17.0209155,81.7711827
"Near Kambala Park, Rajahmundry",Swatantra Hospitals,Andhra Pradesh,East Godavari,533105,17.0127714,81.7782905
"Near Indiragandhi Statue Jn. Lalacheruvu, Rajahmundry",Saiteja Hospital,Andhra Pradesh,East Godavari,533106,17.0320097,81.8101386
D No.86-26-5 V.L.Puram,Adarsh Multi Speciality Hospital and Neuro Center,Andhra Pradesh,East Godavari,533107,13.0560527,80.2184139
"Near N.H-5,,Bommur.",Sruthi Hospitals,Andhra Pradesh,East Godavari,533124,43.1938516,-71.5723953
"College Road, Amalapuram",Adarsha Hospital,Andhra Pradesh,East Godavari,533201,16.567804,81.9972968
"K N F Road, K N F Road",Care Hospital,Andhra Pradesh,East Godavari,533201,16.4075276,81.7886325
Near Red Bridge Kamangaruvu Amalapuram 533201  East Godavari,Konaseema Institute Of Medical Sciences,Andhra Pradesh,East Godavari,533201,16.5720904,82.0008548
"Chaitanya Nagar, Amalapuram",Konaseema Institute Of Medical Sciences,Andhra Pradesh,East Godavari,533201,16.5720904,82.0008548
"Nh 214, Chaintanya Nagar,",Konaseva Institute Of Medical Science,Andhra Pradesh,East Godavari,533201,15.2913649,75.1458943
Amalapuram,Rohine Mother and Child Care Hospital,Andhra Pradesh,East Godavari,533201,16.5720904,82.0008548
"Yerranilivari Street, Amalapuram",Sai Leela Orthopaedic Hospital,Andhra Pradesh,East Godavari,533201,16.5720904,82.0008548
"College Road,Amalapuram, E G Dt.",Sri Konaseema Specialities Hospital,Andhra Pradesh,East Godavari,533201,16.567804,81.9972968
"K. Agraharam, Amalapuram",Sri Venkateswara Nursing Home,Andhra Pradesh,East Godavari,533201,16.573678,81.999496
"3-2-117E, College Road, Amalapuram",V.N.Nursing Home,Andhra Pradesh,East Godavari,533201,16.567804,81.9972968
"Mummidivaram, East Godawari, (A.P) -",Janatha Hospital,Andhra Pradesh,East Godavari,533216,16.6414998,82.1042955
Kothapeta,Sree Sravana Nursing Home,Andhra Pradesh,East Godavari,533223,16.7160148,81.8957846
Ravulapalem,Sri Venkateswara Nursing Home,Andhra Pradesh,East Godavari,533238,17.4986709,81.9998367
"Near R T C Complex, Razole",Sri Maha Laxmi Nursing Home,Andhra Pradesh,East Godavari,533242,16.517212,81.8702795
",K T Raja Rao Street,East Godawari rict.",Vijaya Laxmi Nursing Home,Andhra Pradesh,East Godavari,533242,16.9999058,81.7735238
",Near Venkateshwara Temple,East Godawari rict.",Ravi Nursing Home,Andhra Pradesh,East Godavari,533253,17.3036498,82.2101462
"Sakhinetipalli Mandal, Razole",Sri Sai Bhramarambika Nursing Home,Andhra Pradesh,East Godavari,533253,16.4242668,81.7185253
Lakkavaram Lakkavaram,Vrd Care Hospital,Andhra Pradesh,East Godavari,533253,17.063139,81.2917971
"Taluka Office Road, Ramachandrapuram Ramachandrapuram 533255  East Godavari",Adarsh Nursing Home,Andhra Pradesh,East Godavari,533255,16.8349808,82.0302926
Main Road Opp: Govt Junior College Main Road Ramachandrapuram 533255  East Godavari,Kamala Nursing Home,Andhra Pradesh,East Godavari,533255,16.8372408,82.0325401
"Dr. T.V.R. Reddi, M.B.B.S.,",Sri Venkateshwara Nursign Home,Andhra Pradesh,East Godavari,533261,13.0906485,80.1555927
Opp Bheemeshwara Temple Draksharamam Draksharamam 533262  East Godavari,Sri Madhavananda Speciality Hospital,Andhra Pradesh,East Godavari,533262,16.7914449,82.0597816
"Nh-5, Lakshmipuram, Rajanagaram,",G. S. L. General Hospital and Medical College,Andhra Pradesh,East Godavari,533294,43.1938516,-71.5723953
"Near Bus Stand,Beside Syndicate Bank,Taravanipeta,Mandapeta-533308",Santhi Childrens Hospital,Andhra Pradesh,East Godavari,533308,16.8652942,81.9261999
Opp Vijaya Mahal Main Road Mandapeta 533308  East Godavari,Sri Bikkina Nursing Home,Andhra Pradesh,East Godavari,533308,16.8652942,81.9261999
"K.P Road, Mandapeta",Srinivasa Nursing Home,Andhra Pradesh,East Godavari,533308,16.8652942,81.9261999
"Main Rd,,.",Dr.K.V.R.Hospital,Andhra Pradesh,East Godavari,533346,16.5871358,82.008204
"Near Vinayakrao Hospital, Theatre Road, Tuni, East Godavari -533401",Doctors Plaza,Andhra Pradesh,East Godavari,533401,17.355267,82.5429325
"3-6-5, Cinema Road Tuni Tuni 533401  East Godavari",Pandu Ranga Praja Vidyasala,Andhra Pradesh,East Godavari,533401,17.3645993,82.5460478
"Cinema Road, Tuni-533401",Sri Mallikarjuna Nursing Home,Andhra Pradesh,East Godavari,533401,17.355267,82.5429325
Dr Durgadas Street Kothapeta Dr Durgadas Street Tuni 533401  East Godavari,Suresh Hospital,Andhra Pradesh,East Godavari,533401,17.355267,82.5429325
Yeleswaram,Lakshmi Balaji Nursing Home,Andhra Pradesh,East Godavari,533429,17.2882648,82.1063568
Hospital Street Peddapuram Peddapuram 533437 : East Godavari,Rao's Nursing Home,Andhra Pradesh,East Godavari,533437,17.0756673,82.1360026
"6-16-17/1, Rajugari Street,",Sree Sreenivasa Hospital,Andhra Pradesh,East Godavari,533437,17.0785002,82.1366951
Madhapuram Road Pithapuram Pithapuram 533450  East Godavari,Chopde's Nursing Home,Andhra Pradesh,East Godavari,533450,17.1172164,82.268659
"Near Sbi, Opp Park Opp Park Pithapuram 533450  East Godavari",Sri Varalakshmi Hospital,Andhra Pradesh,East Godavari,533450,17.1124269,82.2528975
"Yadavallivari St, Opp, Santosh Honda Show Room, Near Doctor`S Plaza Kothapet, Guntur",Adarsha Hospitals,Andhra Pradesh,Guntur,522001,16.2861218,80.4462117
"12 - 12 - 54, Back Side Sivalayam Temple, Guntur",Ahalya Nursing Home,Andhra Pradesh,Guntur,522001,16.3066525,80.4365402
Mukku Narsa Reddy Plaza Old Club Road Kotha Peta Guntur 522001  Guntur,Amaravathi Institute Of Medical Sciences Pvt Ltd,Andhra Pradesh,Guntur,522001,16.2893144,80.4604643
"13-7-109/D,Old Club Road, Gunturovari Thota, Guntur,",Amma Childrens Hospital,Andhra Pradesh,Guntur,522001,16.2989705,80.4523668
"Ganganamma Pet Road,.",Aruna Hospital,Andhra Pradesh,Guntur,522001,16.2432189,80.647093
"15-1-17, Near Mangalagiri Rly Gate Guntur Guntur 522001  Guntur",Aswini Hospitals,Andhra Pradesh,Guntur,522001,16.3411536,80.6280525
12-25-191 Kothapet Main Road Kotha Peta Guntur 522001  Guntur,Bayya Ent Hospital And Research Centre,Andhra Pradesh,Guntur,522001,16.2964097,80.4490511
"Old Club Road, Kothapet, Guntur",Chalsani Hospital,Andhra Pradesh,Guntur,522001,16.2988738,80.4525909
"8Th Lane, Gunturivarithota, Old Club Road, Opp R T C Bus Stand, Kothapet, Guntur 522001  Guntur",Coastal Care Hospital,Andhra Pradesh,Guntur,522001,16.2861218,80.4462117
Door No:12-25-179 Sivalayam Street Kothapet Guntur 522001  Guntur,Dhulipalla Hospital Pvt Ltd,Andhra Pradesh,Guntur,522001,16.2861218,80.4462117
"022, Old Club Road,Kothapet,.",Dr.Rangarao Nursing Home (P) Ltd,Andhra Pradesh,Guntur,522001,16.2989705,80.4523668
"Mukku Pitchi Reddy Com, Old Club Road, Kothapet Guntur.",Guntur City Hospital-Guntur,Andhra Pradesh,Guntur,522001,16.2988738,80.4525909
"Gowri Sankar Theatre Road, Kothapet",Janardani Hospital,Andhra Pradesh,Guntur,522001,16.2370726,80.6469011
"13-4-73,Old Club Road Kothapet Guntur 522001  Guntur",Karumuri Super Speciality Hospital Pvt Ltd,Andhra Pradesh,Guntur,522001,16.2988738,80.4525909
"Kothapet, Guntur-522001",Krishna Childrens Hospital,Andhra Pradesh,Guntur,522001,16.2861218,80.4462117
"D No 12-12-54, Old Club Road, Kothapet, Guntur",Lakshmi Meenakshi Eye and Maternity Care,Andhra Pradesh,Guntur,522001,16.2989705,80.4523668
Gowrishankar Theater Road Kothapet Guntur 522001  Guntur,Lalitha Super Specialty Hospital,Andhra Pradesh,Guntur,522001,16.2861218,80.4462117
"Old Club Road, Kothapet, Guntur",Life Hospital,Andhra Pradesh,Guntur,522001,16.2988738,80.4525909
"3/1,Ashok Nagar,Guntur",Mahathi Nursing Home,Andhra Pradesh,Guntur,522001,16.3011491,80.4389977
"Reside Hero Honda Showroom, Old Club Road, Kothapet,",Maruthi E.N.T. Hospital,Andhra Pradesh,Guntur,522001,16.2989705,80.4523668
15-11-150 Mangalgiri Road Guntur 522001  Guntur,Mediline Hospital,Andhra Pradesh,Guntur,522001,16.4165212,80.4582736
"5-1-57, Palnadu Road, Guntur, A.P.",Mother Theresa Multispeciality Hospital,Andhra Pradesh,Guntur,522001,16.2501646,80.0225996
"4Th Lane Kannavari Thota, Opp Alankar Theatre, Guntur, Guntur,",Nandanaa's Multi Care Hospital,Andhra Pradesh,Guntur,522001,16.3066525,80.4365402
"Gunturuvari Thota, 8Th Lane, Opp R.T.C. Bus Stand, Guntur",Padmas Hospital,Andhra Pradesh,Guntur,522001,16.3066525,80.4365402
"Opposite Telephone Exchange, Post Office, Kothapet, Guntur",Padmavathi Super Speciality Hospital,Andhra Pradesh,Guntur,522001,16.2861218,80.4462117
"Old Club Road,Kothapet.",Peoples Trauma And Emergency Hospital,Andhra Pradesh,Guntur,522001,16.2989705,80.4523668
"Club Road, Near Bose Statue Kothapet",Pragathi Hospitals,Andhra Pradesh,Guntur,522001,17.3730192,78.547636
"Besides Sivalayam, Kothapet, Guntur",Prof. D. Ramakotaiah Childerns Hospital,Andhra Pradesh,Guntur,522001,16.2861218,80.4462117
"Goudimatama Road, Bus Stand Opposite Gunturuvari Thota, 6Th Line, Guntur",Purnasai Hospital,Andhra Pradesh,Guntur,522001,16.3066525,80.4365402
"Opp-Srikrishna Picture Palace, Kothapet",R K Eye Center,Andhra Pradesh,Guntur,522001,17.3730192,78.547636
"D.No.12-14-2,OppositeStreet To Sivalayam,Kothapet.",Raghavendra Hospitals,Andhra Pradesh,Guntur,522001,17.3730192,78.547636
"12-25-86, Main Road, Near Vijaya Talkies, Kothapet, Guntur",Rajyalakshmi Nursing Home,Andhra Pradesh,Guntur,522001,16.2940783,80.4490134
"12-12-93, Old Club Road, Kothapet",S.G.O. Clinic,Andhra Pradesh,Guntur,522001,16.2989705,80.4523668
"Busi Reddy Malleswara Reddy Groups, Oppandhra Bank, Old Club Road, Kothapet, Guntur",Sai Bhaskar Trauma and Emergency,Andhra Pradesh,Guntur,522001,16.2988738,80.4525909
"Rami Reddy Thota, Beside Singh Hospital, Near Manipuram Bridge, Guntur 522001  Guntur",Sai Chandan Eye Hospital,Andhra Pradesh,Guntur,522001,16.2893144,80.4604643
"Kakumanuvari Street, Behind Chinna Anjneya Swamy Temple Kothapeta, Guntur",Sai Sri Nursing Home,Andhra Pradesh,Guntur,522001,16.0526834,79.7400177
"1 St Line Sambasivapte, Naaz Centre, Guntur",Sathvika Hospital,Andhra Pradesh,Guntur,522001,16.3066525,80.4365402
"Doctors Plaza, 1St Floor, Opposite Sbh, Kothapet",Shri Ramchandra Kidney Centre,Andhra Pradesh,Guntur,522001,17.3730192,78.547636
"Near Anna Srinivasaarao Kalyanamandapem, Old Bank Road, Kothapet Guntur 522002  Guntur",Sravani Hospital,Andhra Pradesh,Guntur,522001,16.3146349,80.4409967
"Beside Manipuram Flyover, Near R.T.C Bus Stand, Manglagiri Road, Guntur",Sri Krishna Institute Of Medical Sciences,Andhra Pradesh,Guntur,522001,16.3066525,80.4365402
"Opposite Indian Overseas Bank, Leelamahal Road Kothapet, Guntur",Sri Ramakrishna Nursing Home,Andhra Pradesh,Guntur,522001,16.2861218,80.4462117
"5Th Line, Ramireddy Thota, Old Club Road, Kothapet",Sri Satya Sai Hospital,Andhra Pradesh,Guntur,522001,16.2989705,80.4523668
"12-B-1, Old Club Road, Kuglar Hospital Lane Kothapet",Sri Vijayasai Hospital,Andhra Pradesh,Guntur,522001,16.433573,80.5677103
"Old Club Road,Kothapet Guntur",Srinivasa Nursing Hom,Andhra Pradesh,Guntur,522001,16.2988738,80.4525909
Kothapet Main Road,Sudarsana Eye Hospital,Andhra Pradesh,Guntur,522001,16.2964097,80.4490511
"8 Th Line Gunturivari Thota, Old Club Road, Kothapet Near Bus Stand, Guntur",Sujatha Laparoscopy and Infertility Centre,Andhra Pradesh,Guntur,522001,16.3066525,80.4365402
"5Th Lane,Funturvari Thota, Old Club Road, Guntur,",Tulasi Multi Speciality Hospital,Andhra Pradesh,Guntur,522001,16.2988238,80.4528501
"12-25-174, Kothepeta, Opp To Shivalayam, Guntur 522001  Guntur",Vasan Eye Care Hospital,Andhra Pradesh,Guntur,522001,16.2893144,80.4604643
"Gunturuvari Thota, Old Club Rd, Guntur-",Veena Hospital,Andhra Pradesh,Guntur,522001,16.2988238,80.4528501
"Beside Ganesh Mahal, Kothapet, Guntur,Near Old Bus Stand, Guntur,.",Venkata Ramana Eye Hospital,Andhra Pradesh,Guntur,522001,16.3066525,80.4365402
"Palnad Road, Narasaraopet, Guntur",Venkateswara Mother and Child Hospital,Andhra Pradesh,Guntur,522001,16.2398274,80.0374843
"12-23-3, Anna Srinivasa Roa Kalyanamandapam Road, Bhagath Singh Centre, Kothapet, Guntur,",Yerra`S Super Speciality Hospital Pvt Ltd,Andhra Pradesh,Guntur,522001,16.2861218,80.4462117
"Amaravathi Road,Guntur-",Ala Hospital,Andhra Pradesh,Guntur,522002,16.342393,80.4390298
"1 Line,Donka Road, Guntar",Aruna Multi Speciality Hospitals,Andhra Pradesh,Guntur,522002,16.2997929,80.4384343
"D.No.6/6/22/A,6Th Lane,2Nd Cross Rd, Arundelpet, Guntur,",Bmr Hospitals,Andhra Pradesh,Guntur,522002,16.305141,80.4403014
"11/2, Arandala Peta",Childrens Hospital,Andhra Pradesh,Guntur,522002,16.3066525,80.4365402
"8/2, Arundelpet",Gopala Krishna Nursing Home,Andhra Pradesh,Guntur,522002,16.305141,80.4403014
"6-29-34/A, Lodge Centre Amravathi Road Guntur 522002  Guntur",Hi Tech Trauma And Critical Care Hospital Ltd,Andhra Pradesh,Guntur,522002,16.3146349,80.4409967
"Besides Govt, General Hospital Railpet Ist Line Guntur",Pratyusha Childrens Hospital,Andhra Pradesh,Guntur,522002,16.3066525,80.4365402
"2Nd Line, Gunturuvari Thota Beside Peoples Trauma Hospital, Guntur",Sri Bhavani Nursing Home-Guntur,Andhra Pradesh,Guntur,522002,16.3066525,80.4365402
"5/2, Arundelpet, Guntur",Sri Sai Hospitals,Andhra Pradesh,Guntur,522002,16.305141,80.4403014
"3/7, Brodieet",Sri Sathya Sai Institute Of Orl,Andhra Pradesh,Guntur,522002,16.3066525,80.4365402
"Old Club Road,Guntur",Teja Maternity Hospital And Poly Clinic,Andhra Pradesh,Guntur,522002,16.2988238,80.4528501
"Opposite Sri Venkateswara Swami Temple, Lalapet, Guntur",Sri Lakshmi Venkateswara Nursing Home,Andhra Pradesh,Guntur,522003,16.2903294,80.4507311
Near A C College Guntur Guntur 522004  Guntur,St Joseph's General Hospital,Andhra Pradesh,Guntur,522004,16.2985944,80.4378316
"Main Road, Pattbhipuram, Opposite Rythu Bazar, Guntur",Hyma Hospital,Andhra Pradesh,Guntur,522006,16.3066525,80.4365402
7Th Line Brindavan Gardens Guntur,Sri Sruthi Hospital,Andhra Pradesh,Guntur,522006,16.3161479,80.4177459
"4Th Line, Lakshmipuram",Sanjivi Orthopaedic and Physiotherapy Centre,Andhra Pradesh,Guntur,522007,16.3258784,80.427861
"D. No-5-91-2,4Th Line,Lakshmipuram,Guntur",Sree Geetha Eye Hospital,Andhra Pradesh,Guntur,522007,16.3258784,80.427861
5-87-104 Lakshmipuram Guntur Guntur 522007  Guntur,Vijaya Eye Hospital,Andhra Pradesh,Guntur,522007,16.3140464,80.4261372
"Yadavallivari St, Bosubomma Centre, Opp: Honda Showroom, Near Krishna Picturepalace, Kothapet",Yashaswi Hospital,Andhra Pradesh,Guntur,522007,17.3730192,78.547636
Katuri Nagar Chinakondrupadu Guntur 522019  Guntur,Katuri Medical College And Hospital,Andhra Pradesh,Guntur,522019,16.3066525,80.4365402
"OppositeCivil Court, A.G.College Road, Bapatla, Guntur",Rachana Eye Hospital,Andhra Pradesh,Guntur,522101,15.8999881,80.4692439
"M G Road, Bapatla",Srinivasa Children Hospital,Andhra Pradesh,Guntur,522101,15.9058966,80.4715866
